CustomerID,top_risk_drivers,top_protective_drivers,model_explanation
16057,"orders_last_30d, trend_spend_30_vs_90, spend_last_60d","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, trend_spend_30_vs_90, spend_last_60d. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
16059,"orders_last_60d, monetary_total, trend_orders_30_vs_90","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
16062,"monetary_total, frequency_orders, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16063,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16065,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16066,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16072,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16073,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16076,"orders_last_30d, spend_last_60d, monetary_total","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, spend_last_60d, monetary_total. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
16078,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16080,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16081,"orders_last_60d, monetary_total, frequency_orders","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16083,"frequency_orders, spend_last_60d, orders_last_30d","recency_days, trend_orders_30_vs_90, spend_last_90d","Main churn-risk drivers: frequency_orders, spend_last_60d, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, spend_last_90d."
16084,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16085,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16086,"monetary_total, orders_last_30d, trend_spend_30_vs_90","recency_days, frequency_orders, trend_orders_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_30d, trend_spend_30_vs_90. Main factors reducing churn risk: recency_days, frequency_orders, trend_orders_30_vs_90."
16091,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
16092,"monetary_total, frequency_orders, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: monetary_total, frequency_orders, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
16093,"frequency_orders, monetary_total, spend_last_90d","recency_days, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, monetary_total, spend_last_90d. Main factors reducing churn risk: recency_days, spend_last_60d, trend_orders_30_vs_90."
16094,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16096,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16097,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16098,"trend_orders_30_vs_90, orders_last_90d, spend_last_90d","frequency_orders, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_90d, spend_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, trend_spend_30_vs_90."
16099,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16102,"frequency_orders, spend_last_60d, orders_last_30d","orders_last_60d, recency_days, spend_last_90d","Main churn-risk drivers: frequency_orders, spend_last_60d, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_90d."
16103,"orders_last_60d, trend_orders_30_vs_90, monetary_total","trend_spend_30_vs_90, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, frequency_orders."
16105,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16107,"spend_last_60d, frequency_orders, orders_last_30d","orders_last_60d, recency_days, spend_last_90d","Main churn-risk drivers: spend_last_60d, frequency_orders, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_90d."
16109,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16110,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16112,"monetary_total, trend_orders_30_vs_90, spend_last_90d","recency_days, trend_spend_30_vs_90, frequency_orders","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, frequency_orders."
16113,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16114,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16115,"monetary_total, orders_last_30d, trend_orders_30_vs_90","frequency_orders, recency_days, monetary_mean","Main churn-risk drivers: monetary_total, orders_last_30d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, recency_days, monetary_mean."
16116,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16117,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16121,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16122,"monetary_total, frequency_orders, orders_last_30d","recency_days, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: monetary_total, frequency_orders, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, monetary_mean."
16124,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16125,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16126,"spend_last_60d, frequency_orders, orders_last_30d","monetary_total, spend_last_90d, recency_days","Main churn-risk drivers: spend_last_60d, frequency_orders, orders_last_30d. Main factors reducing churn risk: monetary_total, spend_last_90d, recency_days."
16128,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16131,"orders_last_30d, trend_spend_30_vs_90, spend_last_60d","orders_last_60d, recency_days, monetary_total","Main churn-risk drivers: orders_last_30d, trend_spend_30_vs_90, spend_last_60d. Main factors reducing churn risk: orders_last_60d, recency_days, monetary_total."
16133,"spend_last_60d, orders_last_30d, orders_last_90d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: spend_last_60d, orders_last_30d, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
16134,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16135,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16136,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16139,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, spend_last_60d."
16140,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16142,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16143,"orders_last_30d, trend_spend_30_vs_90, spend_last_90d","frequency_orders, recency_days, trend_orders_30_vs_90","Main churn-risk drivers: orders_last_30d, trend_spend_30_vs_90, spend_last_90d. Main factors reducing churn risk: frequency_orders, recency_days, trend_orders_30_vs_90."
16144,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16145,"trend_orders_30_vs_90, orders_last_30d, spend_last_60d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, orders_last_30d, spend_last_60d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16146,"orders_last_60d, monetary_total, frequency_orders","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
16147,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16148,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16149,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
16150,"frequency_orders, trend_orders_30_vs_90, monetary_total","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, trend_orders_30_vs_90, monetary_total. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16152,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16153,"monetary_total, orders_last_30d, trend_spend_30_vs_90","recency_days, frequency_orders, trend_orders_30_vs_90","Main churn-risk drivers: monetary_total, orders_last_30d, trend_spend_30_vs_90. Main factors reducing churn risk: recency_days, frequency_orders, trend_orders_30_vs_90."
16156,"orders_last_60d, trend_orders_30_vs_90, monetary_total","frequency_orders, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, monetary_total. Main factors reducing churn risk: frequency_orders, trend_spend_30_vs_90, spend_last_60d."
16159,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16161,"trend_orders_30_vs_90, spend_last_60d, orders_last_90d","frequency_orders, monetary_total, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, spend_last_60d, orders_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, recency_days."
16162,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16163,"frequency_orders, orders_last_60d, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16168,"orders_last_30d, spend_last_60d, orders_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, spend_last_60d, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16170,"orders_last_30d, spend_last_60d, trend_orders_30_vs_90","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, spend_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16172,"orders_last_30d, monetary_total, trend_orders_30_vs_90","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
16173,"frequency_orders, orders_last_30d, monetary_total","orders_last_60d, recency_days, trend_orders_30_vs_90","Main churn-risk drivers: frequency_orders, orders_last_30d, monetary_total. Main factors reducing churn risk: orders_last_60d, recency_days, trend_orders_30_vs_90."
16174,"trend_orders_30_vs_90, monetary_total, frequency_orders","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, frequency_orders. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
16175,"monetary_total, orders_last_30d, trend_orders_30_vs_90","recency_days, frequency_orders, orders_last_60d","Main churn-risk drivers: monetary_total, orders_last_30d, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, frequency_orders, orders_last_60d."
16178,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16180,"spend_last_60d, trend_orders_30_vs_90, orders_last_30d","monetary_total, spend_last_90d, frequency_orders","Main churn-risk drivers: spend_last_60d, trend_orders_30_vs_90, orders_last_30d. Main factors reducing churn risk: monetary_total, spend_last_90d, frequency_orders."
16182,"spend_last_60d, monetary_median, monetary_mean","monetary_total, spend_last_90d, recency_days","Main churn-risk drivers: spend_last_60d, monetary_median, monetary_mean. Main factors reducing churn risk: monetary_total, spend_last_90d, recency_days."
16184,"orders_last_30d, monetary_total, spend_last_60d","orders_last_60d, frequency_orders, recency_days","Main churn-risk drivers: orders_last_30d, monetary_total, spend_last_60d. Main factors reducing churn risk: orders_last_60d, frequency_orders, recency_days."
16185,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16186,"spend_last_60d, orders_last_30d, trend_orders_30_vs_90","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: spend_last_60d, orders_last_30d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16187,"spend_last_60d, orders_last_30d, spend_last_30d","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: spend_last_60d, orders_last_30d, spend_last_30d. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
16188,"monetary_total, frequency_orders, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
16191,"recency_days, orders_last_60d, spend_last_90d","frequency_orders, monetary_total, spend_last_60d","Main churn-risk drivers: recency_days, orders_last_60d, spend_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, spend_last_60d."
16193,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16200,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
16201,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
16202,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16203,"monetary_total, frequency_orders, trend_orders_30_vs_90","trend_spend_30_vs_90, recency_days, spend_last_60d","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: trend_spend_30_vs_90, recency_days, spend_last_60d."
16205,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
16206,"monetary_total, frequency_orders, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
16208,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16209,"orders_last_30d, trend_orders_30_vs_90, orders_last_90d","recency_days, spend_last_90d, monetary_total","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: recency_days, spend_last_90d, monetary_total."
16210,"orders_last_30d, monetary_mean, spend_last_60d","monetary_total, frequency_orders, orders_last_60d","Main churn-risk drivers: orders_last_30d, monetary_mean, spend_last_60d. Main factors reducing churn risk: monetary_total, frequency_orders, orders_last_60d."
16212,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16214,"orders_last_60d, frequency_orders, monetary_total","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: orders_last_60d, frequency_orders, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16216,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16217,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16218,"spend_last_60d, orders_last_30d, trend_orders_30_vs_90","frequency_orders, orders_last_60d, monetary_total","Main churn-risk drivers: spend_last_60d, orders_last_30d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, orders_last_60d, monetary_total."
16221,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16222,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16224,"monetary_total, frequency_orders, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
16225,"trend_orders_30_vs_90, monetary_total, orders_last_90d","trend_spend_30_vs_90, frequency_orders, recency_days","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, orders_last_90d. Main factors reducing churn risk: trend_spend_30_vs_90, frequency_orders, recency_days."
16226,"monetary_total, orders_last_60d, frequency_orders","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: monetary_total, orders_last_60d, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16227,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16229,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16230,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16232,"monetary_total, frequency_orders, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16233,"recency_days, frequency_orders, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: recency_days, frequency_orders, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16235,"orders_last_60d, monetary_total, frequency_orders","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16239,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16241,"orders_last_30d, spend_last_60d, trend_orders_30_vs_90","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, spend_last_60d, trend_orders_30_vs_90. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16242,"orders_last_60d, monetary_total, frequency_orders","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: orders_last_60d, monetary_total, frequency_orders. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
16244,"frequency_orders, orders_last_60d, spend_last_90d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, spend_last_90d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16245,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
